proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
cot,linear,2048,150,0.9333333333333333,140,150,0.5,1.0,0.0,140,10,0.08860439694150701,0.23627017580375256,0.8119939928566946,0.827577317565226,0.550267897353288,0.7418004430797328,0.633145915153603,0.9836350793124301,0.9917837865746899,0.9791027741284437
cot,platt,2048,150,0.9333333333333333,140,150,0.5,1.0,0.0,140,10,0.08447993810437689,0.25071800932537874,0.8059831078783875,0.8277835509698915,0.5496892244632994,0.7414102942792873,0.633145915153603,0.9846202716281177,0.9922803392328792,0.9791027741284437
cot,beta,2048,150,0.9333333333333333,140,150,0.5,1.0,0.0,140,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,isotonic,2048,150,0.9333333333333333,140,150,0.5,1.0,0.0,140,10,0.07539437829779443,0.13573208498506958,0.6719878425660684,0.6938569460071932,0.20419061926326565,0.451874561425254,0.4314475071225449,0.34184076702542476,0.5846715035175092,0.7739830141566328
atc,isotonic,2048,150,0.9266666666666666,139,150,0.49642857142857144,0.9928571428571429,0.0,140,10,0.08829696074828368,0.14278968144701892,0.3716177244593299,0.44589779853842176,0.48230792718549725,0.6944839286732971,0.5551919882506373,0.7144354183647085,0.8452428162159726,0.8105455891039894
atc,isotonic,1024,300,0.9133333333333333,274,300,0.49458483754512633,0.9891696750902527,0.0,277,23,0.08809235081569657,0.14339331400827884,0.37060410310204456,0.4376638852529618,0.4778033883454832,0.6912332372980072,0.5659930529438386,0.7098386477251071,0.8425192269171707,0.8091553103102961
nuclear_norm,isotonic,128,2355,0.8715397923875432,2015,2312,0.4908004883153122,0.973404255319149,0.00819672131147541,2068,244,0.09747995345018609,0.05645805544396954,0.13688963972167417,0.1468029853427347,0.48154928275588355,0.6939375207869103,0.5863593333399894,0.8178576206710443,0.9043548090606055,0.9168897486588626
atc,isotonic,128,2355,0.865484429065744,2001,2312,0.4892229761867013,0.9661508704061895,0.012295081967213115,2068,244,0.0886396412823829,0.13257307242296576,0.3416514493401076,0.40925457314429664,0.43208070959949574,0.657328464011331,0.5438522809910609,0.63975076180037,0.79984421095634,0.7876388601032017
ac_mc,isotonic,512,600,0.877104377104377,521,594,0.48660714285714285,0.9523809523809523,0.020833333333333332,546,48,0.08797010709544477,0.0586999887008968,0.13616999813400987,0.10949112412097416,0.4901660733260193,0.7001186137548546,0.5958319857592593,0.8015044574843436,0.8952678132739631,0.8842804379746502
ac_mc,isotonic,128,2355,0.8533737024221453,1973,2312,0.4824531502679392,0.9526112185686654,0.012295081967213115,2068,244,0.08985869671188164,0.05489356265155081,0.1292293873926215,0.1372849879156411,0.45913237012300334,0.6775930711887507,0.5797554751527354,0.7545683262849454,0.868658924023086,0.8673546318837991
