corruption,batch_idx,n,T_l_opt,T_s_opt,log_T_ratio_opt,opt_nll,T_l_base,T_s_base,base_nll,r_l,r_s,gap_r,acc_l,acc_s
contrast/s5,81,128,1.0551246404647827,0.3987930417060852,0.9729715916960845,4.070096969604492,0.5936581492424011,0.6630322933197021,4.586278438568115,0.3623104691505432,0.08606039732694626,0.27625007182359695,0.1328125,0.2421875
contrast/s5,82,128,0.9033886790275574,0.4245288372039795,0.7551729560160318,4.0073347091674805,0.5936581492424011,0.6630322933197021,4.482238292694092,0.4143863022327423,0.0838056355714798,0.3305806666612625,0.1875,0.171875
contrast/s5,83,128,1.016827940940857,0.38520365953445435,0.9706710185586073,3.8153910636901855,0.5936581492424011,0.6630322933197021,4.6137895584106445,0.3824920058250427,0.0889286994934082,0.2935633063316345,0.1328125,0.2109375
contrast/s5,84,128,1.393709421157837,0.36610183119773865,1.3368125979007006,4.324763298034668,0.5936581492424011,0.6630322933197021,6.052370548248291,0.2888121008872986,0.08707210421562195,0.20173999667167664,0.09375,0.1953125
contrast/s5,85,128,1.7690385580062866,0.3140011131763458,1.7287949593714262,3.9325382709503174,0.5936581492424011,0.6630322933197021,7.303411960601807,0.13318951427936554,0.09337397664785385,0.03981553763151169,0.015625,0.28125
contrast/s5,86,128,3.497368812561035,0.3249787986278534,2.3760062517080343,4.428576469421387,0.5936581492424011,0.6630322933197021,8.781132698059082,0.08822637051343918,0.09032802283763885,-0.0021016523241996765,0.0,0.2265625
contrast/s5,87,128,6.950110912322998,0.34293243288993835,3.0089794579370723,4.5397796630859375,0.5936581492424011,0.6630322933197021,9.560004234313965,0.0882754772901535,0.09764407575130463,-0.009368598461151123,0.0,0.2109375
contrast/s5,88,128,50.014522552490234,0.3471048176288605,4.9704418908591705,4.553571701049805,0.5936581492424011,0.6630322933197021,9.649084091186523,0.08814539015293121,0.09864597022533417,-0.010500580072402954,0.0,0.203125
contrast/s5,89,128,137587.984375,0.3539910316467285,12.870502578312971,4.622599124908447,0.5936581492424011,0.6630322933197021,10.474808692932129,0.08832971006631851,0.10403814911842346,-0.01570843905210495,0.0,0.21875
contrast/s5,90,128,6.946129322052002,0.3452347218990326,3.0017153123092304,4.456302642822266,0.5936581492424011,0.6630322933197021,10.791817665100098,0.08836181461811066,0.10846161842346191,-0.020099803805351257,0.0,0.234375
contrast/s5,91,128,3.335057020187378,0.3436953127384186,2.272489509601942,4.394344806671143,0.5936581492424011,0.6630322933197021,11.23631763458252,0.08836820721626282,0.10414604097604752,-0.0157778337597847,0.0,0.1875
contrast/s5,92,128,11.378697395324707,0.3536403477191925,3.4712178069514104,4.23612117767334,0.5936581492424011,0.6630322933197021,11.375049591064453,0.08837471157312393,0.13292470574378967,-0.04454999417066574,0.0,0.25
contrast/s5,93,128,18.637908935546875,0.3688749074935913,3.9224953178941404,4.507883071899414,0.5936581492424011,0.6630322933197021,11.783327102661133,0.08837123960256577,0.12100843340158463,-0.03263719379901886,0.0,0.2265625
contrast/s5,94,128,30.52645492553711,0.3690730035305023,4.415354495232754,4.707906723022461,0.5936581492424011,0.6630322933197021,12.085381507873535,0.08837337046861649,0.11372847855091095,-0.025355108082294464,0.0,0.1796875
contrast/s5,95,128,3.890082359313965,0.3233913481235504,2.4873224145280872,4.001855850219727,0.5936581492424011,0.6630322933197021,11.842525482177734,0.08838247507810593,0.10845887660980225,-0.02007640153169632,0.0078125,0.25
contrast/s5,96,128,50.00624465942383,0.3664647340774536,4.916000876630059,4.511137008666992,0.5936581492424011,0.6630322933197021,12.35120964050293,0.08837810158729553,0.124090775847435,-0.035712674260139465,0.0,0.2421875
contrast/s5,97,128,50.00836944580078,0.35735979676246643,4.941202550993948,4.340044021606445,0.5936581492424011,0.6630322933197021,12.492430686950684,0.08837907761335373,0.12114951014518738,-0.03277043253183365,0.0,0.234375
contrast/s5,98,128,50.00758361816406,0.356080561876297,4.944772942616511,4.384762763977051,0.5936581492424011,0.6630322933197021,12.636224746704102,0.08837874978780746,0.12351320683956146,-0.035134457051754,0.0,0.1875
contrast/s5,99,128,50.00273132324219,0.356583833694458,4.943263539545813,4.247242450714111,0.5936581492424011,0.6630322933197021,12.726482391357422,0.08838176727294922,0.1262328326702118,-0.03785106539726257,0.0,0.2421875
contrast/s5,100,128,50.00202941894531,0.35247960686683655,4.954826104246759,4.2715840339660645,0.5936581492424011,0.6630322933197021,12.92313289642334,0.08838154375553131,0.12010322511196136,-0.031721681356430054,0.0,0.2578125
contrast/s5,101,128,65577.390625,0.3551272451877594,12.126265376999603,4.09251594543457,0.5936581492424011,0.6630322933197021,12.936156272888184,0.08838195353746414,0.13424810767173767,-0.04586615413427353,0.0,0.25
contrast/s5,102,128,50.00761795043945,0.35904014110565186,4.936496435911252,4.077332019805908,0.5936581492424011,0.6630322933197021,12.922433853149414,0.08838284760713577,0.14464342594146729,-0.05626057833433151,0.0,0.2421875
contrast/s5,103,128,156131.25,0.35026124119758606,13.007528278149742,4.387198448181152,0.5936581492424011,0.6630322933197021,13.434625625610352,0.0883837416768074,0.10902852565050125,-0.020644783973693848,0.0,0.21875
contrast/s5,104,128,11.378122329711914,0.38582900166511536,3.384053426234263,4.148257732391357,0.5936581492424011,0.6630322933197021,13.088763236999512,0.08838455379009247,0.17518571019172668,-0.08680115640163422,0.0,0.296875
contrast/s5,105,128,50.172019958496094,0.40515372157096863,4.818946224419402,4.46840763092041,0.5936581492424011,0.6630322933197021,13.389344215393066,0.08838395029306412,0.1642095446586609,-0.07582559436559677,0.0,0.2578125
contrast/s5,106,128,50.023250579833984,0.39342302083969116,4.845357766039415,4.441836357116699,0.5936581492424011,0.6630322933197021,13.540706634521484,0.0883849635720253,0.15853995084762573,-0.07015498727560043,0.0,0.25
contrast/s5,107,128,5.82562255859375,0.37833163142204285,2.7342500069414273,4.230883598327637,0.5936581492424011,0.6630322933197021,13.331340789794922,0.08838516473770142,0.15468943119049072,-0.0663042664527893,0.0,0.2421875
contrast/s5,108,128,6.946874141693115,0.36144545674324036,2.9559359237626874,3.827883243560791,0.5936581492424011,0.6630322933197021,13.189905166625977,0.08838463574647903,0.1678401678800583,-0.07945553213357925,0.0,0.2890625
contrast/s5,109,128,6.947977542877197,0.3583364188671112,2.964733632536441,3.80489182472229,0.5936581492424011,0.6630322933197021,13.207986831665039,0.08838464319705963,0.16027233004570007,-0.07188768684864044,0.0,0.3203125
contrast/s5,110,128,18.63260841369629,0.4113333821296692,3.8132644308386077,4.565893650054932,0.5936581492424011,0.6630322933197021,13.704370498657227,0.08838289976119995,0.15884456038475037,-0.07046166062355042,0.0,0.1875
contrast/s5,111,128,50.00518798828125,0.38300561904907227,4.871832378573807,4.260836601257324,0.5936581492424011,0.6630322933197021,13.618682861328125,0.08838477730751038,0.1580941379070282,-0.06970936059951782,0.0,0.2265625
contrast/s5,112,128,50.00248336791992,0.4113684594631195,4.80033864260665,4.671220302581787,0.5936581492424011,0.6630322933197021,13.991466522216797,0.08838452398777008,0.15466001629829407,-0.06627549231052399,0.0,0.171875
contrast/s5,113,128,50.026485443115234,0.3995014727115631,4.830090401439946,4.400900840759277,0.5936581492424011,0.6630322933197021,13.824699401855469,0.08838455379009247,0.1556570827960968,-0.06727252900600433,0.0,0.21875
contrast/s5,114,128,18.636688232421875,0.3860921561717987,3.8768113149914902,4.123068809509277,0.5936581492424011,0.6630322933197021,13.532803535461426,0.08838509023189545,0.1630248874425888,-0.07463979721069336,0.0,0.28125
contrast/s5,115,128,50.00542449951172,0.38800862431526184,4.858859201523006,3.961664915084839,0.5936581492424011,0.6630322933197021,13.427606582641602,0.08838514983654022,0.19179196655750275,-0.10340681672096252,0.0,0.328125
contrast/s5,116,128,50.00583267211914,0.40997985005378723,4.803786918768818,4.450186729431152,0.5936581492424011,0.6630322933197021,13.871774673461914,0.08838538080453873,0.16874825954437256,-0.08036287873983383,0.0,0.234375
