corruption,batch_in_corruption,r_l,r_s,pred_l,pred_s,anchor,tau,acc_l,acc_s,duo_acc,true_better,anchor_correct
defocus_blur/s5,112,0.7066484093666077,0.19812366366386414,0.7066484093666077,0.19812366366386414,large,1.6132909059524536,0.421875,0.1640625,0.453125,large,True
defocus_blur/s5,113,0.6475939750671387,0.1936504989862442,0.6475939750671387,0.1936504989862442,large,1.5296846628189087,0.3046875,0.1171875,0.3203125,large,True
defocus_blur/s5,114,0.6149427890777588,0.19774115085601807,0.6149427890777588,0.19774115085601807,large,1.484043002128601,0.2734375,0.109375,0.265625,large,True
defocus_blur/s5,115,0.6796902418136597,0.17577150464057922,0.6796902418136597,0.17577150464057922,large,1.5307832956314087,0.390625,0.1640625,0.40625,large,True
defocus_blur/s5,116,0.6569538116455078,0.19964295625686646,0.6569538116455078,0.19964295625686646,large,0.8625765442848206,0.34375,0.1328125,0.3671875,large,True
defocus_blur/s5,117,0.6419355869293213,0.182226300239563,0.6419355869293213,0.182226300239563,large,1.49663245677948,0.3046875,0.1328125,0.3203125,large,True
defocus_blur/s5,118,0.6713967323303223,0.18319140374660492,0.6713967323303223,0.18319140374660492,large,1.5214027166366577,0.2578125,0.1484375,0.3125,large,True
defocus_blur/s5,119,0.6256929636001587,0.19128285348415375,0.6256929636001587,0.19128285348415375,large,1.517381191253662,0.234375,0.1171875,0.2734375,large,True
defocus_blur/s5,120,0.6539103984832764,0.18509584665298462,0.6539103984832764,0.18509584665298462,large,0.8029008507728577,0.28125,0.140625,0.3359375,large,True
defocus_blur/s5,121,0.6433249711990356,0.18982796370983124,0.6433249711990356,0.18982796370983124,large,1.5896666049957275,0.3203125,0.15625,0.3828125,large,True
defocus_blur/s5,122,0.650480329990387,0.17904117703437805,0.650480329990387,0.17904117703437805,large,1.540731430053711,0.328125,0.09375,0.3515625,large,True
defocus_blur/s5,123,0.6781185269355774,0.23538094758987427,0.6781185269355774,0.23538094758987427,large,0.8009251356124878,0.3359375,0.2578125,0.3515625,large,True
defocus_blur/s5,124,0.6598864793777466,0.2171168327331543,0.6598864793777466,0.2171168327331543,large,1.502776861190796,0.390625,0.1640625,0.421875,large,True
defocus_blur/s5,125,0.6066673994064331,0.19597482681274414,0.6066673994064331,0.19597482681274414,large,1.469393253326416,0.25,0.109375,0.265625,large,True
defocus_blur/s5,126,0.6381103992462158,0.21435809135437012,0.6381103992462158,0.21435809135437012,large,1.5665500164031982,0.2734375,0.1328125,0.3046875,large,True
defocus_blur/s5,127,0.6822987794876099,0.17796581983566284,0.6822987794876099,0.17796581983566284,large,1.4995619058609009,0.3515625,0.1171875,0.390625,large,True
defocus_blur/s5,128,0.6283395290374756,0.1936534345149994,0.6283395290374756,0.1936534345149994,large,1.450606346130371,0.2890625,0.1796875,0.3125,large,True
defocus_blur/s5,129,0.6622525453567505,0.19096419215202332,0.6622525453567505,0.19096419215202332,large,1.458045244216919,0.2578125,0.140625,0.28125,large,True
defocus_blur/s5,130,0.6150126457214355,0.17616742849349976,0.6150126457214355,0.17616742849349976,large,1.5862268209457397,0.1875,0.078125,0.21875,large,True
defocus_blur/s5,131,0.6518781185150146,0.17540481686592102,0.6518781185150146,0.17540481686592102,large,1.5211689472198486,0.328125,0.140625,0.375,large,True
defocus_blur/s5,132,0.648921012878418,0.20644447207450867,0.648921012878418,0.20644447207450867,large,1.5353119373321533,0.296875,0.171875,0.3125,large,True
defocus_blur/s5,133,0.6375584006309509,0.1896083801984787,0.6375584006309509,0.1896083801984787,large,1.5110251903533936,0.2265625,0.125,0.25,large,True
defocus_blur/s5,134,0.6411880254745483,0.1844804584980011,0.6411880254745483,0.1844804584980011,large,1.5554629564285278,0.3046875,0.1484375,0.34375,large,True
defocus_blur/s5,135,0.6336421966552734,0.17831650376319885,0.6336421966552734,0.17831650376319885,large,1.518821120262146,0.296875,0.15625,0.328125,large,True
defocus_blur/s5,136,0.6164739727973938,0.1816081404685974,0.6164739727973938,0.1816081404685974,large,1.5071005821228027,0.2578125,0.1328125,0.2734375,large,True
defocus_blur/s5,137,0.6355009078979492,0.20388591289520264,0.6355009078979492,0.20388591289520264,large,0.853649914264679,0.2890625,0.1875,0.3515625,large,True
defocus_blur/s5,138,0.6706032156944275,0.19777685403823853,0.6706032156944275,0.19777685403823853,large,1.508837342262268,0.3984375,0.203125,0.375,large,True
defocus_blur/s5,139,0.6227957010269165,0.22103701531887054,0.6227957010269165,0.22103701531887054,large,0.9548718333244324,0.3046875,0.203125,0.359375,large,True
defocus_blur/s5,140,0.6412495374679565,0.20672383904457092,0.6412495374679565,0.20672383904457092,large,1.505069613456726,0.3046875,0.171875,0.3046875,large,True
defocus_blur/s5,141,0.663629412651062,0.2188797891139984,0.663629412651062,0.2188797891139984,large,0.8619247674942017,0.3046875,0.1640625,0.296875,large,True
defocus_blur/s5,142,0.6626697182655334,0.18109330534934998,0.6626697182655334,0.18109330534934998,large,1.4974480867385864,0.2890625,0.1015625,0.3046875,large,True
defocus_blur/s5,143,0.6232782602310181,0.17570434510707855,0.6232782602310181,0.17570434510707855,large,1.5342414379119873,0.2890625,0.125,0.3125,large,True
defocus_blur/s5,144,0.6619072556495667,0.21164672076702118,0.6619072556495667,0.21164672076702118,large,1.3553062677383423,0.3828125,0.125,0.421875,large,True
defocus_blur/s5,145,0.6705622673034668,0.2058674544095993,0.6705622673034668,0.2058674544095993,large,0.7193292379379272,0.34375,0.1796875,0.3125,large,True
defocus_blur/s5,146,0.6288856267929077,0.18630532920360565,0.6288856267929077,0.18630532920360565,large,1.4927242994308472,0.328125,0.140625,0.359375,large,True
defocus_blur/s5,147,0.6762235760688782,0.20027172565460205,0.6762235760688782,0.20027172565460205,large,1.4491186141967773,0.3046875,0.1484375,0.34375,large,True
defocus_blur/s5,148,0.651831865310669,0.18153253197669983,0.651831865310669,0.18153253197669983,large,1.5137919187545776,0.2421875,0.0859375,0.2578125,large,True
