proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
ac_mc,isotonic,128,2355,0.48475475033141846,1097,2263,0.6113163857529018,0.3377643504531722,0.8848684210526315,1655,608,-0.026629299708925393,0.40371845741941015,0.5246795586910507,0.40738555131596244,0.47908599740971336,0.6921603841666419,0.6549169077205106,0.7874354784660821,0.8873756129543352,0.8127658928783535
nuclear_norm,isotonic,2048,150,0.38,57,150,0.588495575221239,0.17699115044247787,1.0,113,37,-0.0226996230652868,0.09417214915033538,0.2588852756646093,0.2903504724115064,0.6797537038322395,0.8244717726109485,0.6907170862420642,0.7591152495419778,0.8712722017498193,0.85543998026927
cot,isotonic,2048,150,0.38,57,150,0.588495575221239,0.17699115044247787,1.0,113,37,-0.016250084390961553,0.19889624020935662,0.6302459267803477,0.6024358693256116,0.03490213352463923,0.18682112708320553,0.25649728943802463,0.20007578191466358,0.4472983142318598,0.46221417838999956
nuclear_norm,isotonic,512,600,0.35413153456998314,210,593,0.559248101424716,0.168141592920354,0.950354609929078,452,141,-0.016268230373792866,0.04307256440911113,0.10996636718998094,0.20114773936747873,0.6669252177877832,0.8166548951593833,0.6889153182593576,0.6826174872570485,0.8262066855557685,0.7910074347529723
prototype,isotonic,1024,300,0.37666666666666665,113,300,0.5499282468309017,0.2079646017699115,0.8918918918918919,226,74,-0.009838534234715613,0.10080087104382782,0.15860314027927389,-0.010654536022960188,0.6981301624164858,0.8355418376218428,0.7251171375141264,0.5370068513313263,0.7328075131515276,0.5750498117493751
prototype,beta,128,2355,0.5081749889527176,1150,2263,0.5420068770869773,0.4688821752265861,0.6151315789473685,1655,608,-0.04229580566578237,0.5850819778657594,0.4277078292481822,0.1410287882488885,0.8040060329642661,0.8966638349817986,0.839485014656806,0.5936946350685397,0.7705158240221545,0.6832116454999169
nuclear_norm,isotonic,1024,300,0.35333333333333333,106,300,0.5389858885434107,0.17256637168141592,0.9054054054054054,226,74,-0.01214074921569493,-0.00802042990671628,-0.025590040801028145,-0.1680525054934124,0.6963960342646929,0.8345034656996296,0.6877585725447699,0.5890228518441604,0.7674782419353401,0.6082800056829896
prototype,linear,128,2355,0.5024304021210783,1137,2263,0.5380793846398474,0.4610271903323263,0.6151315789473685,1655,608,-0.0424070068401111,0.5668839066362154,0.41646885887952273,0.12292170582800235,0.8046344667536399,0.8970141954025254,0.839485014656806,0.6042837772658702,0.7773569175519507,0.6832116454999169
prototype,platt,128,2355,0.5024304021210783,1137,2263,0.5380793846398474,0.4610271903323263,0.6151315789473685,1655,608,-0.037813929410650544,0.5075521576146723,0.40753046749543476,0.11775219244258542,0.8028025710324233,0.8959925061251479,0.839485014656806,0.6073569037511386,0.7793310617132738,0.6832116454999169
prototype,isotonic,512,600,0.35581787521079256,211,593,0.5359552501098349,0.19247787610619468,0.8794326241134752,452,141,-0.009790750233018322,0.09785804828534474,0.1552820522404833,0.008098908289001193,0.6910978383994164,0.8313229447088637,0.7202514272991818,0.5318149398592719,0.7292564294260777,0.5883570515445063
prototype,isotonic,2048,150,0.36666666666666664,55,150,0.5342023439368573,0.20353982300884957,0.8648648648648649,113,37,-0.009961388268711437,0.10242080924980602,0.16078265244931805,-0.025731598930418976,0.7023743374539998,0.8380777633692471,0.7318043837422251,0.5345493225336193,0.7311288002353753,0.5721441055099588
prototype,linear,1024,300,0.5066666666666667,152,300,0.5316909830184167,0.4823008849557522,0.581081081081081,226,74,-0.04594765500386719,0.6862656234819712,0.45791553385570866,0.05248031956436819,0.8424666201545027,0.9178598041937029,0.884559451480003,0.6306415851942672,0.7941294511565902,0.6724879680965292
prototype,platt,1024,300,0.5066666666666667,152,300,0.5316909830184167,0.4823008849557522,0.581081081081081,226,74,-0.040965512627881076,0.6141794090105627,0.4475709588957447,0.0583492953354932,0.840782605486728,0.9169419858893626,0.884559451480003,0.6332145985063858,0.7957478234380448,0.6724879680965292
prototype,beta,1024,300,0.5066666666666667,152,300,0.5316909830184167,0.4823008849557522,0.581081081081081,226,74,-0.046046464812418024,0.7106455288697094,0.47112825250815693,0.09197039940933882,0.841879675752258,0.9175400131614195,0.884559451480003,0.6198793508570951,0.7873241713913622,0.6724879680965292
prototype,beta,512,600,0.5008431703204047,297,593,0.5286120002510513,0.4756637168141593,0.5815602836879432,452,141,-0.04505527219781889,0.6859417973390921,0.45930520170971634,0.10413578102301504,0.8340071260223147,0.9132399060610058,0.8708814892856199,0.6088257789089683,0.7802728874624366,0.6801234352107196
